Air_Temperature, Air_Humidity, Soil_Humidity, Light_Level, Time, Date
20.50, 53.00, 85.71, 0.00, 19:52, 19:52 18.2.2020
20.50, 53.00, 85.71, 0.00, 20:02, 20:02 18.2.2020
20.50, 53.00, 85.71, 0.00, 20:12, 20:12 18.2.2020
20.50, 52.00, 85.71, 0.00, 20:22, 20:22 18.2.2020
21.80, 51.00, 42.86, 0.68, 20:32, 20:32 18.2.2020
22.40, 50.00, 148.29, 0.78, 20:42, 20:42 18.2.2020
22.50, 59.00, 148.86, 0.78, 20:52, 20:52 18.2.2020
22.70, 50.00, -14.29, 0.78, 21:02, 21:02 18.2.2020
22.80, 53.00, -28.57, 0.78, 21:12, 21:12 18.2.2020
22.90, 53.00, -28.57, 0.78, 21:22, 21:22 18.2.2020
22.90, 48.00, 100.00, 0.50, 21:33, 21:33 18.2.2020
22.80, 50.00, 100.00, 0.75, 21:34, 21:34 18.2.2020
22.80, 50.00, 68.09, 0.85, 21:36, 21:36 18.2.2020
22.50, 53.00, 72.96, 0.58, 21:46, 21:46 18.2.2020
21.40, 55.00, 72.96, 0.58, 21:56, 21:56 18.2.2020
21.20, 54.00, 72.96, 0.58, 22:06, 22:06 18.2.2020
21.10, 54.00, 72.96, 0.58, 22:16, 22:16 18.2.2020
21.20, 55.00, 72.96, 0.00, 22:26, 22:26 18.2.2020
21.20, 54.00, 72.96, 0.00, 22:36, 22:36 18.2.2020
21.20, 54.00, 72.96, 0.00, 22:46, 22:46 18.2.2020
21.10, 54.00, 72.96, 0.00, 22:56, 22:56 18.2.2020
21.00, 54.00, 72.96, 0.49, 23:06, 23:06 18.2.2020
20.90, 52.00, 72.96, 0.49, 23:16, 23:16 18.2.2020
20.90, 57.00, 77.82, 0.49, 23:26, 23:26 18.2.2020
20.90, 58.00, 77.82, 0.00, 23:36, 23:36 18.2.2020
20.80, 58.00, 77.82, 0.00, 23:46, 23:46 18.2.2020
20.80, 58.00, 77.82, 0.00, 23:56, 23:56 18.2.2020
20.70, 58.00, 77.82, 0.00, 00:06, 00:06 19.2.2020
20.60, 56.00, 77.82, 0.00, 00:16, 00:16 19.2.2020
20.50, 56.00, 77.82, 0.00, 00:26, 00:26 19.2.2020
20.40, 56.00, 77.82, 0.00, 00:36, 00:36 19.2.2020
20.40, 56.00, 77.82, 0.00, 00:46, 00:46 19.2.2020
20.30, 57.00, 77.82, 0.00, 00:56, 00:56 19.2.2020
20.30, 57.00, 77.82, 0.00, 01:06, 01:06 19.2.2020
20.20, 57.00, 77.82, 0.00, 01:16, 01:16 19.2.2020
20.20, 57.00, 77.82, 0.00, 01:26, 01:26 19.2.2020
20.10, 58.00, 77.82, 0.00, 01:36, 01:36 19.2.2020
20.10, 57.00, 77.82, 0.00, 01:46, 01:46 19.2.2020
20.10, 58.00, 77.82, 0.00, 01:56, 01:56 19.2.2020
20.00, 58.00, 77.82, 0.00, 02:06, 02:06 19.2.2020
20.00, 59.00, 77.82, 0.00, 02:16, 02:16 19.2.2020
20.00, 59.00, 77.82, 0.00, 02:26, 02:26 19.2.2020
19.90, 59.00, 77.82, 0.00, 02:36, 02:36 19.2.2020
19.90, 59.00, 77.82, 0.00, 02:46, 02:46 19.2.2020
19.90, 59.00, 77.82, 0.00, 02:56, 02:56 19.2.2020
19.90, 59.00, 77.82, 0.00, 03:06, 03:06 19.2.2020
19.80, 58.00, 77.82, 0.00, 03:16, 03:16 19.2.2020
19.80, 59.00, 77.82, 0.00, 03:26, 03:26 19.2.2020
19.80, 59.00, 77.82, 0.00, 03:36, 03:36 19.2.2020
19.80, 59.00, 77.82, 0.00, 03:46, 03:46 19.2.2020
19.80, 60.00, 77.82, 0.00, 03:56, 03:56 19.2.2020
19.70, 60.00, 77.82, 0.00, 04:06, 04:06 19.2.2020
19.70, 59.00, 77.82, 0.00, 04:16, 04:16 19.2.2020
19.70, 59.00, 77.82, 0.00, 04:26, 04:26 19.2.2020
19.70, 60.00, 77.82, 0.00, 04:36, 04:36 19.2.2020
19.60, 60.00, 77.82, 0.00, 04:46, 04:46 19.2.2020
